areaCode,areaName,areaType,date,cumAdmissions,cumCasesByPublishDate,cumCasesByPublishDateRate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
E92000001,England,nation,2020-04-26,71234,110203,194.9,23590,41.7
E92000001,England,nation,2020-04-25,70026,108051,191.1,23030,40.7
E92000001,England,nation,2020-04-24,68946,105225,186.1,22475,39.7
E92000001,England,nation,2020-04-23,67669,102221,180.8,21872,38.7
E92000001,England,nation,2020-04-22,66380,99137,175.3,21277,37.6
E92000001,England,nation,2020-04-21,65070,96117,170.0,20634,36.5
E92000001,England,nation,2020-04-20,63575,93030,164.5,19983,35.3
E92000001,England,nation,2020-04-19,62053,90629,160.3,19298,34.1
E92000001,England,nation,2020-04-18,60578,87022,153.9,18611,32.9
E92000001,England,nation,2020-04-17,59167,83474,147.6,17905,31.7
E92000001,England,nation,2020-04-16,57493,79489,140.6,17163,30.4
E92000001,England,nation,2020-04-15,55716,76371,135.1,16408,29.0
E92000001,England,nation,2020-04-14,54108,73183,129.4,15626,27.6
E92000001,England,nation,2020-04-13,52249,69329,122.6,14858,26.3
E92000001,England,nation,2020-04-12,50337,66330,117.3,14053,24.9
E92000001,England,nation,2020-04-11,48546,62658,110.8,13196,23.3
E92000001,England,nation,2020-04-10,46591,58817,104.0,12332,21.8
E92000001,England,nation,2020-04-09,44395,54554,96.5,11482,20.3
E92000001,England,nation,2020-04-08,42055,50756,89.8,10608,18.8
E92000001,England,nation,2020-04-07,39436,45968,81.3,9632,17.0
E92000001,England,nation,2020-04-06,36692,42990,76.0,8722,15.4
E92000001,England,nation,2020-04-05,34013,39814,70.4,7916,14.0
E92000001,England,nation,2020-04-04,31421,34707,61.4,7087,12.5
E92000001,England,nation,2020-04-03,28828,31797,56.2,6249,11.1
E92000001,England,nation,2020-04-02,26264,28221,49.9,5506,9.7
E92000001,England,nation,2020-04-01,23332,24638,43.6,4774,8.4
E92000001,England,nation,2020-03-31,20233,21008,37.1,4076,7.2
E92000001,England,nation,2020-03-30,17786,18594,32.9,3473,6.1
E92000001,England,nation,2020-03-29,14969,16487,29.2,2932,5.2
E92000001,England,nation,2020-03-28,12783,14427,25.5,2468,4.4
E92000001,England,nation,2020-03-27,10910,12288,21.7,2084,3.7
E92000001,England,nation,2020-03-26,8979,9782,17.3,1710,3.0
E92000001,England,nation,2020-03-25,7340,7973,14.1,1373,2.4
E92000001,England,nation,2020-03-24,5585,6843,12.1,1095,1.9
E92000001,England,nation,2020-03-23,4041,5585,9.9,876,1.5
E92000001,England,nation,2020-03-22,2913,4792,8.5,703,1.2
E92000001,England,nation,2020-03-21,2054,4257,7.5,550,1.0
E92000001,England,nation,2020-03-20,1277,3384,6.0,434,0.8
E92000001,England,nation,2020-03-19,586,2756,4.9,332,0.6
E92000001,England,nation,2020-03-18,,2182,3.9,265,0.5
E92000001,England,nation,2020-03-17,,1557,2.8,198,0.4
E92000001,England,nation,2020-03-16,,1196,2.1,148,0.3
E92000001,England,nation,2020-03-15,,1099,1.9,105,0.2
E92000001,England,nation,2020-03-14,,846,1.5,73,0.1
E92000001,England,nation,2020-03-13,,645,1.1,53,0.1
E92000001,England,nation,2020-03-12,,486,0.9,37,0.1
E92000001,England,nation,2020-03-11,,387,0.7,25,
E92000001,England,nation,2020-03-10,,324,0.6,17,
E92000001,England,nation,2020-03-09,,282,0.5,14,
E92000001,England,nation,2020-03-08,,241,0.4,9,
E92000001,England,nation,2020-03-07,,183,0.3,6,
E92000001,England,nation,2020-03-06,,144,0.3,6,
E92000001,England,nation,2020-03-05,,105,0.2,6,
E92000001,England,nation,2020-03-04,,80,0.1,3,
E92000001,England,nation,2020-03-03,,48,0.1,3,
E92000001,England,nation,2020-03-02,,37,0.1,1,
E92000001,England,nation,2020-03-01,,33,0.1,,
E92000001,England,nation,2020-02-29,,21,,,
E92000001,England,nation,2020-02-28,,18,,,
E92000001,England,nation,2020-02-27,,13,,,
E92000001,England,nation,2020-02-26,,13,,,
E92000001,England,nation,2020-02-25,,13,,,
E92000001,England,nation,2020-02-24,,13,,,
E92000001,England,nation,2020-02-23,,9,,,
E92000001,England,nation,2020-02-22,,9,,,
E92000001,England,nation,2020-02-21,,9,,,
E92000001,England,nation,2020-02-20,,9,,,
E92000001,England,nation,2020-02-19,,9,,,
E92000001,England,nation,2020-02-18,,9,,,
E92000001,England,nation,2020-02-17,,9,,,
E92000001,England,nation,2020-02-16,,9,,,
E92000001,England,nation,2020-02-15,,9,,,
E92000001,England,nation,2020-02-14,,9,,,
E92000001,England,nation,2020-02-13,,9,,,
E92000001,England,nation,2020-02-12,,8,,,
E92000001,England,nation,2020-02-11,,8,,,
E92000001,England,nation,2020-02-10,,8,,,
E92000001,England,nation,2020-02-09,,4,,,
E92000001,England,nation,2020-02-08,,3,,,
E92000001,England,nation,2020-02-07,,3,,,
E92000001,England,nation,2020-02-06,,3,,,
E92000001,England,nation,2020-02-05,,2,,,
E92000001,England,nation,2020-02-04,,2,,,
E92000001,England,nation,2020-02-03,,2,,,
E92000001,England,nation,2020-02-02,,2,,,
E92000001,England,nation,2020-02-01,,2,,,
E92000001,England,nation,2020-01-31,,2,,,
